text,labels
thanks google photos for the notification that a stylized photo was available of my totalled truck . ,1
$ shld is now hiring . the future looks bright ! ,1
"oh , yeah , someone 's going to be working this weekend . # lawyerlife # livinthedream ",1
"<user> riding their disc brake equipped tt bikes <user> . and , shock horror no one lost a limb or was maimed !  # cycling",1
but psg plays in a league full of farmers  # icicestparis emoji_4508,1
what a lovely night for an outdoor soccer game .  # brrr,1
# estebansantiago is a typical white evangelical or catholic or mormon according to <user> narrative ,1
"no worries apple , i got used to this rare and unusual situation :/ ",1
oh ! how will i ever survive in this cold cold world ? ? # lol  # tomilahren # snowflake # fightme emoji_1651 emoji_15,1
taser for a <user> ! <user> # livepd couldn 't have happened to a nicer guy lol  emoji_15,1
sport is good for you they say ... # pe # soccer # tackle # knee ,1
hijab-wearing queen elizabeth is welcoming first kenyan-born muslim # us president barack hussein obama ,1
i am dying because of my uterus ' need to have a child . periods : pure joy . being a female is great .  at least i have a baby cat .,1
# thankyoustephenharper for being such a good steward of our precious lakes & rivers .  # cdnpoli,1
when your best friend gives you rocks  # onlyslightsarcasm # istillloverocksthough # geology emoji_623,1
"soooo , evie decided to make a play space for herself so very grateful for the amount she "" shared ""  # lifewithtoddlerbaby",1
she is a killer queen !  # satire # politics # hillaryclinton # neverhillary # darkhumor # charlesmanson # manson emoji_92 emoji_4135,1
happy # easter ! this message has been brought to you by my favorite things : # science and ,1
"another great day in the steak and shrimp mines ! now , it ` s time to do other ` s people ` s work ! let ` s enjoy that ! # japan # awesome ",1
guy with t * ump sticker in front of a sprint store . this is a man who obviously knows how to make good decisions . ,1
thanks for the great looking big mac <user>  # dissapointing # hungry,1
fun fact that leads to creative thinking . highly scientific .  # funfact,1
i saw these # racist cookies today <user> . # howdarethey # fakeoutrage  # dontlikeitdontreadit,1
""" oh sure ! now he admits it ! "" i love this guy ! :-)  # ono # keenestofsight",1
<user> the kids in our community are seeking counseling for such trauma ! # trump2016 ,1
it went so well  # awesomelyhorriblesniper # sausome # stream,1
" well , that 's true .. and its due to tech revolution , imagine if we have to tweet via "" pager "" , # mondaymotivation",1
"ohhhh , look what i found ! maybe santa will leave this gem in my stocking this year ... in time for # unfairtaxchanges ",1
getting things off to a strong start . # halloween # halloweentime # decorations # motivationalmondays   # fall # pumpkins # memes,1
siblings are the best ! ! ! ! ,1
passed by this office today . name seemed familiar . has he been in the news ? ,1
<user> <user> <user> chillin pre-game in the rink lounge . don 't know how n has survived this for <num> years ,1
bruh please have some chill like i know i 'm rad but gosh ,1
"<user> it 's a shame we aren 't out in sheffield tomorrow instead , we could have met katie price :( ",1
the bible says there is a sin that leads to death . this might be it .  # iburntthebacon # kidding,1
heights of ,1
"current mood , waiting for the weekend . # comeon  # readytosleeplate",1
"<user> for the safety of the people please remove the "" eating carpet "" and save lives ",1
ohh yeah # beutifulday  emoji_15 emoji_15,1
"i always feel sad when my  is too pointed , said no one ever .  # fridayfeeling",1
so much work is gonna get done today # productive # woo # yay # somuchwork # goodday # great ,1
.. we know the routine ..  # terroristattacks # terrorism # cynism # darkhumor # truefact # inconvenienttruth # sadbuttrue,1
"even # google is useless , now a days  emoji_97",1
"this made my year , so far . # tgifridays # rootbeerjokes  # badparenting # payattentiontoyourkid",1
"here we go , whoop whoop  but # familyfirst",1
how is this not a snow day ? ! ? ! ? !  # nevergonnahappen # dealwithit,1
<user> <user> more proof that <user> 's base is abandoning him  # maga # potus # presidenttrump,1
"it 's the biggest snow of the season . thanks , lake michigan . ",1
wow <user> good to see the baristas filling the coffee up .  # nofoam full # havenottakenasip happy,1
i do love that level ,1
famous instagram model christian burns  is terminated from # twitter emoji_15,1
hoping the a / c is fixed by the time i get home . at least the last couple of days have been mild .  emoji_2422 emoji_3033,1
my cup over floweth . i guess that means i ’ m off the rest of the year ? ,1
early # birthday present from # 49ers . now we can focus on the # playoffs # thankyou ,1
put back my chocolate you eat your chocolate ... our common sentence in my childhood # fun ,1
thanks for the amazing internet <user> ! ,1
i 'm never drinking diet pepsi again ! ! # boycott ,1
hilarious magazine 's covers ever . # trump # donaldtrump  # makeamericagreatagain # trumpregrets # cartoon # newyorker # illustration,1
. <user> is another upstanding individual trying to get women to learn their place .  # trumptrain,1
hey # goc can this census form be a little bloody longer ? seasons changed filling this thing out .  # toolong,1
isn 't it cute - marching and shouting death to america earlier today . how dare the president ban these people .  # smh,1
ha ! how many others can say this as well ? ? ;) # funny ,1
i want to cry for the reasons .. a very touching persuasive speech ... i feel crying now .. ! ! !  # redistvxq emoji_15 emoji_15 emoji_15 emoji_15,1
"just found out that one of my beautiful boys , reggie , died today . thanks for the courtesy ",1
what a wonderful weather ! ,1
share via lol for iphone / ipad  # sbteam,1
anime world # tokyoghoul ,1
lol i can 't stop laughing with this / / # firsttweet  # twitter # truestory,1
"again , really roughing it out here . wish there was a better view ... ",1
"can 't wait to leave the palm trees , blue skies & warm temps behind ! ",1
"<user> you 're getting popular , man ! please don 't quit ! # fake ",1
 : selfie expectations vs reality # selfie # salmankhan # dhinchakpooja # salman # odia # odisha,1
# fun # funny # lol # laugh # tumblr # ifunny # quotes # text # trump # obama  by friedhumor,1
yes . exactly what i wanted to do for 3.5 hours and counting on a weeknight work night . ,1
since i pay for 100mb down <user> i presume my bill will be much lighter this month ,1
thanks <user> it 's just what i wanted . # ifitaintbrokedontfixit  i hope this macos release is not as bad as ios ...,1
hey winter finally showed up ,1
rt adorablepupp : three shades but all beautiful  # funny,1
friday pun ! # designthinking # designbyhumans # design # graphicdesign # indore  # fonts # keyboardpolice # startup,1
my  at its best today ...,1
look at all the snow ! ! time to hunker down and save yourself .  # mdwx # mdweather # mdsnow,1
be like the spartans # tuesdaymotivation # inspiration  # wits # greekquotes # spartans,1
bloody drivers parking in the cycle lane !  # space4dredging,1
hostel life # hostel # life # friends # family # birthdaywishes # justforkicks # laugh  # memories # goodtimes,1
# fashion  because you wanna be cool while cabling a datacenter,1
cat is most helpful with productivity !  # amwriting,1
the no campaigners should be congratulated for devaluing the currency and helping out # ukmfg way to go ! ,1
<user> is super awesome for tall people .  # howisthislegal,1
are they  emoji_15 emoji_15 emoji_15,1
he tried to hop into my # dms with a nude # nope # dontwantyourass # alluponme # goodbye  # funny,1
now starbucks with these anti-white cups for spring ! ! why do they hate white so much ? so un-american ! sad !  # butwillprobablybeathing,1
 i will ! emoji_236 emoji_236 emoji_236,1
"<user> "" just kidding . ha ha haaa ! "" - h . r . clinton ",1
<user> blackmailing citizen for 1st amendment right . super duper . neato gang . job well done . ,1
<user> life 's more fun when you live in the moment ( )  and we don 't care about your business # uninstallsnapchat # nomatterwhat emoji_3388 emoji_140,1
 overloaded <user>,1
tragic . # cdnpoli # tcot # cpc ,1
michiganclothes : hailyost 98 : i really enjoy waiting for my car to warm up after work .  # puremichigan,1
"hello sub-zero wind chills , oh how i ’ ve missed thee . # vt # vermont # cold ",1
dear <user> what are you guys doing in my usa ? # makesfist ,1
at least aaron looks hot and is happy ! ! that ’ s something and with liv ’ s revenge working so wonderful next week seeing her smile will really make his day .  and yes it is the lowest form of wit . soz it ’ s all i can create right now .,1
"since people were already saying i 'm the best cheerleader , we thought , might as well make it official .  ? emoji_140 emoji_140 emoji_140",1
i wonder why jesus campos only did the ellen show ...  emoji_2476,1
"my kind of people ,  from # friends loo",1
good job <user> kitchen ... your restaurant 's attention to detail is obvious from the first item on the menu  # espresso,1
"thank you <user> for truly being the voice of the american people . your ( lack of ) compassion , sympathy , and common sense is unparalleled and it 's amazing to think of all the power you have in your tiny , tiny hands . # maga ",1
