,tweet
388,every time i send my mom picture of me and one of my friend doing fun thing the first question she asks is if we're on a date what are you trying to tell me mother
389,Are GoFundMe account a form of socialism I don’t have enough money to pay my bill so let me create an account an ask for money to help pay my bill
390,not to alarm anyone but i just saw spider man by uta
391,Tell the liverpool player to get some beer and just sit on the grass for the full 90 min Let leeds score a many goal a they want #NoToEuropeanSuperLeague
392,Omg thank u for pointing out that I apologize too much 🙏
393,Imagine not liking football 🤣
394,Aren't you happy I gave you le competition for ranking
395,My dad just said to me Hey you’re kinda skinny can you slip behind the fridge to look at something and it might be the nicest compliment I’ve ever gotten So guy go tell your girl you think she’s kinda skinny🥰
396,Someone in the pub just described the England team a a bunch of Marxists Makes you proud doesn't it
397,Yay snow day I can work from home oh wait
398,the audacity of the neighbor to mow the lawn while i'm trying to sleep at 6 30pm
399,You’re all sickos for being mean to Trump so much for the tolerant left 🙄 anyways George Floyd had it coming
400,Gosh sunderland twitter is a fun place to be tonight isn't it One game One game
401,If only people would care a much about poverty and social equality the way they do jumping up and down for Team Remain or Team Leave
402,i hate it here ❤️❤️❤️❤️❤️
403,When you're feeling all in your feeling but a certain BEST FRIEND is making you see reason and maybe you'll be okay So damn rude 😤
404,Love it wen people try and stop my friend seeing me Looooolll
405,2 x sand eating toddler for sale No previous owner DM for detail x
406,Day 2348 in lockdown Never in my life did I think I would utter the word I've disinfected the chocolate #coronalockdownuk
407,absolutely no response from Luna Cinema and my completely factual review on See Tickets ha been moderated and will not be published 🤔 great to see looking out for their customer Excellent customer service all round 👏
408,So our landlord just brought in new sofa which is lovely but in the process broke a table someone’s cup and spilt tea on the carpet and left saying you should probably clean that up thanks Darren 🖕🏼
409,Thank you to for organising pizza and ice cream It wa a lovely end of year gesture 😁💕 Happy holiday everyone time to collect our time owed in lieu 😅 #summerholidays
410,Yes you can break all the rule for Christmas and risk serious fine and killing your loved one with a deadly virus OR you could ✨stay at home✨
411,Entry level job that require 3 year prior experience 💕💕 ly 💕💕
412,Anyone else hear some like thunder or something
413,why is the weather having a mid life crisis
414,Roses are Red Violets are Blue My first love wa Championship Manager Tommy Svindal Larsen and Kennedy Bakircioglu #HappyValentinesDay
415,When your delivery get stolen by a UK Mail delivery driver and the police know who it is but I still don’t get taken seriously🙃🙃🙃
416,Cheers delivery lady for dropping my parcel off covered in coffee 😒👌🏼
417,coping strategy to help with tinnitus and hearing loss see a doctor Wow thanks internet
418,I love how men know they have a baby on the way in one month and they decide to go out and buy a brand new mustang wow
419,Both kiddos have a cold I don't feel good and now I think my oldest is having stomach issue oh what a fun night
420,So a country that is trillion in debt with number approaching 13 million on surgical waiting list and hurtling towards facism regime is talking about rescuing people from a facist regime
421,It's nice to see some heritage organisation are doing the right thing and putting the safety of their staff visitor and volunteer first Wonder what that's like for reason this is aimed at nobody
422,you would think the odds of me sitting next to the exact same stinky man three bus trip in a row is highly unlikely ala I seem to be a lucky gal
423,the only ppl who should be worried about Biden’s tax plan r the one who get gift for easter
424,Always glad to live in Kent 🙈🙈
425,This is awkward is a Diet Coke ambassador 🤯 #ThisMorning
426,Thinking about that time Blizzard had the brilliant idea to change everyone's name on their forum to their real name God what an idea that wa
427,It’s so fantastic when you pay £800 a month to live in London in a fully refurbished house and wake up with water dripping on you from the upstairs en suite XXXXXX
428,Just disposed of a dead opossum Good morning
429,Thanks to India for being so inept I wa hoping for a full day of cricket got snack and everything Cheers You could have at least tried #bbccricket #INDvENG #ENGvsIND #Cricket
430,i hope u sleep maybe forever maybe not lol
431,I can't wait to name my child after thing I will never have My daughter will be Hope My son will be PS5 because that shit is expensive
432,it's funny my mom think i posse no remorse when i feel remorse everyday for existing 😎
433,who need an alarm when u can have the low rumbling voice of a stranger to wake u up in the morning 🥰
434,where can I hand my notice in for mental illness been working at the same thing for way too long and it’s time for a change
435,Another misogynistic homophobic rapper how shocking
436,We get it ESPN Sawx and Yanks Let's go meteor
437,head is pounding spent £25 on ubers last night and I have a 3000 word report to write yippee x
438,Inspired by the ‘dinner with Jay Z’ guy still going strong I choose now to believe him
439,You know what make a 15 minute wait for the bus even better rum leaking all over the content of your bag 🙈😫
440,you can copy mine
441,For a good laugh follow me over on to see my best attempt at covering sport business news for class this semester
442,First day of school and spectrum internet ha already shit itself Amazing
443,alllllll nighter woohoo
444,Alexa add small banana to the shopping list I've added smooth armour to your shopping list Gee thanks Alexa #alexa
